datetime,datetime,open,high,low,close,volume,amount
2016-06-17 04:19:00,2016-06-17 04:19:00,1279.423,1279.473,1278.823,1278.923,9.99999999999e+11,0.0
2016-06-17 04:20:00,2016-06-17 04:20:00,1278.873,1279.263,1278.833,1279.183,9.99999999999e+11,0.0
2016-06-17 04:21:00,2016-06-17 04:21:00,1279.173,1279.193,1278.933,1279.123,9.99999999999e+11,0.0
2016-06-17 04:22:00,2016-06-17 04:22:00,1279.123,1279.643,1278.923,1279.623,9.99999999999e+11,0.0
2016-06-17 04:23:00,2016-06-17 04:23:00,1279.673,1280.223,1279.623,1280.123,9.99999999999e+11,0.0
2016-06-17 04:24:00,2016-06-17 04:24:00,1280.093,1280.273,1280.023,1280.223,9.99999999999e+11,0.0
2016-06-17 04:25:00,2016-06-17 04:25:00,1280.123,1280.523,1280.073,1280.423,9.99999999999e+11,0.0
2016-06-17 04:26:00,2016-06-17 04:26:00,1280.423,1280.423,1280.123,1280.323,9.99999999999e+11,0.0
2016-06-17 04:27:00,2016-06-17 04:27:00,1280.273,1280.623,1279.923,1279.923,9.99999999999e+11,0.0
2016-06-17 04:28:00,2016-06-17 04:28:00,1279.923,1279.923,1279.523,1279.823,9.99999999999e+11,0.0
2016-06-17 04:29:00,2016-06-17 04:29:00,1279.823,1279.823,1279.423,1279.523,9.99999999999e+11,0.0
2016-06-17 04:30:00,2016-06-17 04:30:00,1279.473,1280.373,1279.473,1280.373,9.99999999999e+11,0.0
2016-06-17 04:31:00,2016-06-17 04:31:00,1280.453,1280.633,1280.023,1280.023,9.99999999999e+11,0.0
2016-06-17 04:32:00,2016-06-17 04:32:00,1280.073,1280.333,1279.823,1280.183,9.99999999999e+11,0.0
2016-06-17 04:33:00,2016-06-17 04:33:00,1280.183,1280.683,1279.983,1280.533,9.99999999999e+11,0.0
2016-06-17 04:34:00,2016-06-17 04:34:00,1280.533,1280.873,1280.273,1280.323,9.99999999999e+11,0.0
2016-06-17 04:35:00,2016-06-17 04:35:00,1280.373,1280.723,1280.073,1280.523,9.99999999999e+11,0.0
2016-06-17 04:36:00,2016-06-17 04:36:00,1280.523,1280.663,1280.373,1280.563,9.99999999999e+11,0.0
2016-06-17 04:37:00,2016-06-17 04:37:00,1280.563,1280.563,1280.203,1280.433,9.99999999999e+11,0.0
2016-06-17 04:38:00,2016-06-17 04:38:00,1280.383,1280.633,1280.223,1280.323,9.99999999999e+11,0.0
2016-06-17 04:39:00,2016-06-17 04:39:00,1280.323,1280.623,1280.143,1280.143,9.99999999999e+11,0.0
2016-06-17 04:40:00,2016-06-17 04:40:00,1280.173,1280.223,1280.023,1280.123,9.99999999999e+11,0.0
2016-06-17 04:41:00,2016-06-17 04:41:00,1280.123,1280.633,1280.123,1280.633,9.99999999999e+11,0.0
2016-06-17 04:42:00,2016-06-17 04:42:00,1280.633,1280.733,1280.433,1280.433,9.99999999999e+11,0.0
2016-06-17 04:43:00,2016-06-17 04:43:00,1280.483,1280.483,1279.923,1279.923,9.99999999999e+11,0.0
2016-06-17 04:44:00,2016-06-17 04:44:00,1279.823,1279.873,1279.573,1279.633,9.99999999999e+11,0.0
2016-06-17 04:45:00,2016-06-17 04:45:00,1279.673,1280.023,1279.467,1279.513,9.99999999999e+11,0.0
2016-06-17 04:46:00,2016-06-17 04:46:00,1279.513,1279.713,1279.223,1279.513,9.99999999999e+11,0.0
2016-06-17 04:47:00,2016-06-17 04:47:00,1279.463,1279.513,1278.923,1279.013,9.99999999999e+11,0.0
2016-06-17 04:48:00,2016-06-17 04:48:00,1278.993,1279.333,1278.713,1279.323,9.99999999999e+11,0.0
2016-06-17 04:49:00,2016-06-17 04:49:00,1279.313,1279.523,1278.993,1279.523,9.99999999999e+11,0.0
2016-06-17 04:50:00,2016-06-17 04:50:00,1279.443,1279.523,1278.873,1279.523,9.99999999999e+11,0.0
2016-06-17 04:51:00,2016-06-17 04:51:00,1279.513,1279.583,1279.223,1279.583,9.99999999999e+11,0.0
2016-06-17 04:52:00,2016-06-17 04:52:00,1279.603,1279.823,1279.233,1279.233,9.99999999999e+11,0.0
2016-06-17 04:53:00,2016-06-17 04:53:00,1279.233,1279.723,1279.233,1279.723,9.99999999999e+11,0.0
2016-06-17 04:54:00,2016-06-17 04:54:00,1279.723,1279.973,1279.303,1279.473,9.99999999999e+11,0.0
2016-06-17 04:55:00,2016-06-17 04:55:00,1279.473,1279.483,1278.923,1279.023,9.99999999999e+11,0.0
2016-06-17 04:56:00,2016-06-17 04:56:00,1279.023,1279.123,1278.503,1278.523,9.99999999999e+11,0.0
2016-06-17 04:57:00,2016-06-17 04:57:00,1278.623,1278.673,1277.893,1277.993,9.99999999999e+11,0.0
2016-06-17 04:58:00,2016-06-17 04:58:00,1278.083,1278.093,1277.843,1277.843,9.99999999999e+11,0.0
2016-06-17 04:59:00,2016-06-17 04:59:00,1278.493,1278.593,1278.493,1278.593,9.99999999999e+11,0.0
2016-06-17 05:00:00,2016-06-17 05:00:00,1278.593,1278.603,1278.113,1278.223,9.99999999999e+11,0.0
2016-06-17 05:01:00,2016-06-17 05:01:00,1278.223,1278.823,1278.223,1278.823,9.99999999999e+11,0.0
2016-06-17 05:02:00,2016-06-17 05:02:00,1278.823,1278.913,1278.303,1278.863,9.99999999999e+11,0.0
2016-06-17 05:03:00,2016-06-17 05:03:00,1278.833,1279.003,1278.563,1278.803,9.99999999999e+11,0.0
2016-06-17 05:04:00,2016-06-17 05:04:00,1278.753,1278.853,1278.563,1278.853,9.99999999999e+11,0.0
2016-06-17 05:05:00,2016-06-17 05:05:00,1278.923,1279.023,1278.833,1278.933,9.99999999999e+11,0.0
2016-06-17 05:06:00,2016-06-17 05:06:00,1278.983,1279.163,1278.983,1279.133,9.99999999999e+11,0.0
2016-06-17 05:07:00,2016-06-17 05:07:00,1279.133,1279.353,1279.043,1279.233,9.99999999999e+11,0.0
2016-06-17 05:08:00,2016-06-17 05:08:00,1279.273,1279.543,1279.133,1279.393,9.99999999999e+11,0.0
2016-06-17 05:09:00,2016-06-17 05:09:00,1279.443,1279.733,1279.423,1279.623,9.99999999999e+11,0.0
2016-06-17 05:10:00,2016-06-17 05:10:00,1279.523,1279.723,1279.423,1279.723,9.99999999999e+11,0.0
2016-06-17 05:11:00,2016-06-17 05:11:00,1279.623,1279.823,1279.553,1279.773,9.99999999999e+11,0.0
2016-06-17 05:12:00,2016-06-17 05:12:00,1279.773,1279.873,1279.593,1279.593,9.99999999999e+11,0.0
2016-06-17 05:13:00,2016-06-17 05:13:00,1279.673,1279.723,1279.423,1279.613,9.99999999999e+11,0.0
2016-06-17 05:14:00,2016-06-17 05:14:00,1279.713,1279.823,1279.523,1279.623,9.99999999999e+11,0.0
2016-06-17 05:15:00,2016-06-17 05:15:00,1279.673,1279.723,1279.573,1279.623,9.99999999999e+11,0.0
2016-06-17 05:16:00,2016-06-17 05:16:00,1279.633,1279.633,1279.523,1279.523,9.99999999999e+11,0.0
2016-06-17 05:17:00,2016-06-17 05:17:00,1279.473,1279.523,1279.273,1279.273,9.99999999999e+11,0.0
2016-06-17 05:18:00,2016-06-17 05:18:00,1279.323,1279.723,1279.323,1279.723,9.99999999999e+11,0.0
2016-06-17 05:19:00,2016-06-17 05:19:00,1279.723,1279.723,1279.573,1279.573,9.99999999999e+11,0.0
2016-06-17 05:20:00,2016-06-17 05:20:00,1279.623,1279.723,1279.523,1279.713,9.99999999999e+11,0.0
2016-06-17 05:21:00,2016-06-17 05:21:00,1279.713,1279.813,1279.613,1279.713,9.99999999999e+11,0.0
2016-06-17 05:22:00,2016-06-17 05:22:00,1279.713,1279.813,1279.093,1279.323,9.99999999999e+11,0.0
2016-06-17 05:23:00,2016-06-17 05:23:00,1279.323,1279.373,1279.223,1279.223,9.99999999999e+11,0.0
2016-06-17 05:24:00,2016-06-17 05:24:00,1279.223,1279.623,1278.983,1279.173,9.99999999999e+11,0.0
2016-06-17 05:25:00,2016-06-17 05:25:00,1279.173,1279.313,1279.073,1279.313,9.99999999999e+11,0.0
2016-06-17 05:26:00,2016-06-17 05:26:00,1279.313,1279.613,1279.313,1279.563,9.99999999999e+11,0.0
2016-06-17 05:27:00,2016-06-17 05:27:00,1279.563,1279.713,1279.123,1279.323,9.99999999999e+11,0.0
2016-06-17 05:28:00,2016-06-17 05:28:00,1279.323,1279.323,1278.473,1278.663,9.99999999999e+11,0.0
2016-06-17 05:29:00,2016-06-17 05:29:00,1278.713,1279.773,1278.613,1279.563,9.99999999999e+11,0.0
2016-06-17 05:30:00,2016-06-17 05:30:00,1279.593,1279.853,1279.443,1279.843,9.99999999999e+11,0.0
2016-06-17 05:31:00,2016-06-17 05:31:00,1279.843,1279.893,1279.593,1279.643,9.99999999999e+11,0.0
2016-06-17 05:32:00,2016-06-17 05:32:00,1279.593,1279.643,1279.393,1279.443,9.99999999999e+11,0.0
2016-06-17 05:33:00,2016-06-17 05:33:00,1279.443,1279.643,1279.443,1279.643,9.99999999999e+11,0.0
2016-06-17 05:34:00,2016-06-17 05:34:00,1279.643,1279.643,1279.593,1279.643,9.99999999999e+11,0.0
2016-06-17 05:35:00,2016-06-17 05:35:00,1279.743,1279.743,1279.543,1279.643,9.99999999999e+11,0.0
2016-06-17 05:36:00,2016-06-17 05:36:00,1279.543,1279.643,1279.443,1279.643,9.99999999999e+11,0.0
2016-06-17 05:37:00,2016-06-17 05:37:00,1279.643,1279.643,1279.393,1279.553,9.99999999999e+11,0.0
2016-06-17 05:38:00,2016-06-17 05:38:00,1279.543,1279.793,1279.543,1279.793,9.99999999999e+11,0.0
2016-06-17 05:39:00,2016-06-17 05:39:00,1279.743,1279.943,1279.743,1279.943,9.99999999999e+11,0.0
2016-06-17 05:40:00,2016-06-17 05:40:00,1279.843,1279.893,1279.643,1279.643,9.99999999999e+11,0.0
2016-06-17 05:41:00,2016-06-17 05:41:00,1279.643,1280.043,1279.643,1279.843,9.99999999999e+11,0.0
2016-06-17 05:42:00,2016-06-17 05:42:00,1279.843,1280.243,1279.843,1280.143,9.99999999999e+11,0.0
2016-06-17 05:43:00,2016-06-17 05:43:00,1280.243,1280.443,1280.143,1280.343,9.99999999999e+11,0.0
2016-06-17 05:44:00,2016-06-17 05:44:00,1280.243,1280.443,1280.143,1280.443,9.99999999999e+11,0.0
2016-06-17 05:45:00,2016-06-17 05:45:00,1280.443,1280.543,1280.043,1280.043,9.99999999999e+11,0.0
2016-06-17 05:46:00,2016-06-17 05:46:00,1280.043,1280.043,1279.943,1280.043,9.99999999999e+11,0.0
2016-06-17 05:47:00,2016-06-17 05:47:00,1280.043,1280.543,1279.943,1280.443,9.99999999999e+11,0.0
2016-06-17 05:48:00,2016-06-17 05:48:00,1280.443,1280.593,1280.143,1280.143,9.99999999999e+11,0.0
2016-06-17 05:49:00,2016-06-17 05:49:00,1280.143,1280.343,1280.043,1280.293,9.99999999999e+11,0.0
2016-06-17 05:50:00,2016-06-17 05:50:00,1280.343,1280.343,1280.093,1280.093,9.99999999999e+11,0.0
2016-06-17 05:51:00,2016-06-17 05:51:00,1280.043,1280.143,1280.043,1280.143,9.99999999999e+11,0.0
2016-06-17 05:52:00,2016-06-17 05:52:00,1280.143,1280.243,1279.893,1280.043,9.99999999999e+11,0.0
2016-06-17 05:53:00,2016-06-17 05:53:00,1279.943,1280.343,1279.943,1280.343,9.99999999999e+11,0.0
