datetime,datetime,open,high,low,close,volume,amount
2016-01-25 13:30:00,2016-01-25 13:30:00,1103.863,1106.473,1103.693,1105.923,9.99999999999e+11,0.0
2016-01-25 13:45:00,2016-01-25 13:45:00,1105.953,1106.423,1105.393,1106.193,9.99999999999e+11,0.0
2016-01-25 14:00:00,2016-01-25 14:00:00,1106.183,1106.753,1104.703,1104.743,9.99999999999e+11,0.0
2016-01-25 14:15:00,2016-01-25 14:15:00,1104.763,1105.563,1104.743,1105.143,9.99999999999e+11,0.0
2016-01-25 14:30:00,2016-01-25 14:30:00,1105.173,1105.193,1103.973,1104.553,9.99999999999e+11,0.0
2016-01-25 14:45:00,2016-01-25 14:45:00,1104.573,1104.923,1103.853,1104.103,9.99999999999e+11,0.0
2016-01-25 15:00:00,2016-01-25 15:00:00,1104.063,1104.203,1103.023,1103.753,9.99999999999e+11,0.0
2016-01-25 15:15:00,2016-01-25 15:15:00,1103.793,1106.333,1103.413,1106.043,9.99999999999e+11,0.0
2016-01-25 15:30:00,2016-01-25 15:30:00,1106.063,1107.953,1106.063,1106.853,9.99999999999e+11,0.0
2016-01-25 15:45:00,2016-01-25 15:45:00,1106.833,1107.103,1105.863,1106.443,9.99999999999e+11,0.0
2016-01-25 16:00:00,2016-01-25 16:00:00,1106.413,1106.643,1105.393,1106.253,9.99999999999e+11,0.0
2016-01-25 16:15:00,2016-01-25 16:15:00,1106.253,1107.033,1104.873,1105.333,9.99999999999e+11,0.0
2016-01-25 16:30:00,2016-01-25 16:30:00,1105.343,1106.783,1104.933,1106.643,9.99999999999e+11,0.0
2016-01-25 16:45:00,2016-01-25 16:45:00,1106.673,1107.073,1105.823,1106.043,9.99999999999e+11,0.0
2016-01-25 17:00:00,2016-01-25 17:00:00,1106.053,1106.993,1104.933,1106.473,9.99999999999e+11,0.0
2016-01-25 17:15:00,2016-01-25 17:15:00,1106.473,1106.513,1105.033,1105.843,9.99999999999e+11,0.0
2016-01-25 17:30:00,2016-01-25 17:30:00,1105.853,1106.513,1105.533,1106.283,9.99999999999e+11,0.0
2016-01-25 17:45:00,2016-01-25 17:45:00,1106.283,1106.903,1105.903,1106.173,9.99999999999e+11,0.0
2016-01-25 18:00:00,2016-01-25 18:00:00,1106.203,1106.913,1105.203,1105.263,9.99999999999e+11,0.0
2016-01-25 18:15:00,2016-01-25 18:15:00,1105.253,1107.143,1105.013,1106.673,9.99999999999e+11,0.0
2016-01-25 18:30:00,2016-01-25 18:30:00,1106.723,1108.253,1106.563,1108.213,9.99999999999e+11,0.0
2016-01-25 18:45:00,2016-01-25 18:45:00,1108.253,1108.493,1106.923,1107.663,9.99999999999e+11,0.0
2016-01-25 19:00:00,2016-01-25 19:00:00,1107.653,1107.683,1106.493,1106.643,9.99999999999e+11,0.0
2016-01-25 19:15:00,2016-01-25 19:15:00,1106.633,1106.993,1106.103,1106.293,9.99999999999e+11,0.0
2016-01-25 19:30:00,2016-01-25 19:30:00,1106.293,1106.543,1105.413,1105.933,9.99999999999e+11,0.0
2016-01-25 19:45:00,2016-01-25 19:45:00,1105.923,1106.043,1105.213,1105.763,9.99999999999e+11,0.0
2016-01-25 20:00:00,2016-01-25 20:00:00,1105.803,1106.023,1105.243,1105.603,9.99999999999e+11,0.0
2016-01-25 20:15:00,2016-01-25 20:15:00,1105.613,1105.803,1104.733,1104.803,9.99999999999e+11,0.0
2016-01-25 20:30:00,2016-01-25 20:30:00,1104.703,1104.803,1103.853,1104.653,9.99999999999e+11,0.0
2016-01-25 20:45:00,2016-01-25 20:45:00,1104.693,1105.883,1104.613,1105.313,9.99999999999e+11,0.0
2016-01-25 21:00:00,2016-01-25 21:00:00,1105.273,1105.593,1105.113,1105.443,9.99999999999e+11,0.0
2016-01-25 21:15:00,2016-01-25 21:15:00,1105.513,1105.593,1105.133,1105.463,9.99999999999e+11,0.0
2016-01-25 21:30:00,2016-01-25 21:30:00,1105.463,1105.583,1104.923,1105.043,9.99999999999e+11,0.0
2016-01-25 21:45:00,2016-01-25 21:45:00,1104.963,1105.403,1104.493,1105.223,9.99999999999e+11,0.0
2016-01-25 22:00:00,2016-01-25 22:00:00,1105.213,1106.073,1105.153,1106.003,9.99999999999e+11,0.0
2016-01-25 22:15:00,2016-01-25 22:15:00,1106.093,1106.613,1105.713,1106.563,9.99999999999e+11,0.0
2016-01-25 22:30:00,2016-01-25 22:30:00,1106.533,1107.823,1106.303,1107.253,9.99999999999e+11,0.0
2016-01-25 22:45:00,2016-01-25 22:45:00,1107.243,1108.613,1107.093,1108.443,9.99999999999e+11,0.0
2016-01-25 23:00:00,2016-01-25 23:00:00,1108.443,1108.533,1107.993,1108.473,9.99999999999e+11,0.0
2016-01-25 23:15:00,2016-01-25 23:15:00,1108.493,1108.94,1107.98,1108.18,9.99999999999e+11,0.0
2016-01-25 23:30:00,2016-01-25 23:30:00,1108.31,1108.31,1107.7,1108.0,9.99999999999e+11,0.0
2016-01-25 23:45:00,2016-01-25 23:45:00,1108.0,1108.0,1107.498,1107.748,9.99999999999e+11,0.0
2016-01-26 01:00:00,2016-01-26 01:00:00,1107.93,1108.723,1107.863,1108.203,9.99999999999e+11,0.0
2016-01-26 01:15:00,2016-01-26 01:15:00,1108.193,1108.193,1107.303,1107.453,9.99999999999e+11,0.0
2016-01-26 01:30:00,2016-01-26 01:30:00,1107.453,1108.973,1106.913,1108.793,9.99999999999e+11,0.0
2016-01-26 01:45:00,2016-01-26 01:45:00,1108.803,1108.893,1108.053,1108.753,9.99999999999e+11,0.0
2016-01-26 02:00:00,2016-01-26 02:00:00,1108.753,1109.043,1107.453,1107.883,9.99999999999e+11,0.0
2016-01-26 02:15:00,2016-01-26 02:15:00,1107.883,1109.093,1107.883,1108.033,9.99999999999e+11,0.0
2016-01-26 02:30:00,2016-01-26 02:30:00,1108.033,1108.563,1107.813,1108.193,9.99999999999e+11,0.0
2016-01-26 02:45:00,2016-01-26 02:45:00,1108.193,1108.713,1108.173,1108.363,9.99999999999e+11,0.0
2016-01-26 03:00:00,2016-01-26 03:00:00,1108.343,1109.263,1108.033,1108.873,9.99999999999e+11,0.0
2016-01-26 03:15:00,2016-01-26 03:15:00,1108.883,1110.893,1108.883,1109.913,9.99999999999e+11,0.0
2016-01-26 03:30:00,2016-01-26 03:30:00,1109.913,1110.833,1109.163,1110.253,9.99999999999e+11,0.0
2016-01-26 03:45:00,2016-01-26 03:45:00,1110.243,1110.463,1109.583,1109.703,9.99999999999e+11,0.0
2016-01-26 04:00:00,2016-01-26 04:00:00,1109.743,1109.973,1109.233,1109.973,9.99999999999e+11,0.0
2016-01-26 04:15:00,2016-01-26 04:15:00,1109.973,1110.333,1109.833,1110.333,9.99999999999e+11,0.0
2016-01-26 04:30:00,2016-01-26 04:30:00,1110.333,1111.023,1109.853,1110.793,9.99999999999e+11,0.0
2016-01-26 04:45:00,2016-01-26 04:45:00,1110.833,1111.573,1110.793,1111.063,9.99999999999e+11,0.0
2016-01-26 05:00:00,2016-01-26 05:00:00,1111.013,1111.363,1110.863,1111.363,9.99999999999e+11,0.0
2016-01-26 05:15:00,2016-01-26 05:15:00,1111.363,1113.683,1111.233,1112.703,9.99999999999e+11,0.0
2016-01-26 05:30:00,2016-01-26 05:30:00,1112.703,1113.003,1112.303,1112.423,9.99999999999e+11,0.0
2016-01-26 05:45:00,2016-01-26 05:45:00,1112.423,1112.923,1112.423,1112.883,9.99999999999e+11,0.0
2016-01-26 06:00:00,2016-01-26 06:00:00,1112.933,1113.143,1112.793,1113.033,9.99999999999e+11,0.0
2016-01-26 06:15:00,2016-01-26 06:15:00,1113.063,1113.343,1112.433,1112.703,9.99999999999e+11,0.0
2016-01-26 06:30:00,2016-01-26 06:30:00,1112.693,1112.733,1112.543,1112.563,9.99999999999e+11,0.0
2016-01-26 06:45:00,2016-01-26 06:45:00,1112.533,1112.533,1111.863,1112.403,9.99999999999e+11,0.0
2016-01-26 07:00:00,2016-01-26 07:00:00,1112.333,1112.853,1111.593,1111.703,9.99999999999e+11,0.0
2016-01-26 07:15:00,2016-01-26 07:15:00,1111.683,1112.473,1111.583,1112.443,9.99999999999e+11,0.0
2016-01-26 07:30:00,2016-01-26 07:30:00,1112.473,1112.783,1111.463,1111.863,9.99999999999e+11,0.0
2016-01-26 07:45:00,2016-01-26 07:45:00,1111.873,1112.433,1111.673,1112.343,9.99999999999e+11,0.0
2016-01-26 08:00:00,2016-01-26 08:00:00,1112.303,1113.228,1111.883,1113.193,9.99999999999e+11,0.0
2016-01-26 08:15:00,2016-01-26 08:15:00,1113.153,1113.803,1112.643,1112.963,9.99999999999e+11,0.0
2016-01-26 08:30:00,2016-01-26 08:30:00,1112.953,1114.513,1112.673,1114.413,9.99999999999e+11,0.0
2016-01-26 08:45:00,2016-01-26 08:45:00,1114.423,1115.163,1113.983,1114.763,9.99999999999e+11,0.0
2016-01-26 09:00:00,2016-01-26 09:00:00,1114.793,1115.353,1114.563,1114.943,9.99999999999e+11,0.0
2016-01-26 09:15:00,2016-01-26 09:15:00,1114.893,1116.583,1114.693,1116.393,9.99999999999e+11,0.0
2016-01-26 09:30:00,2016-01-26 09:30:00,1116.373,1117.613,1115.823,1116.243,9.99999999999e+11,0.0
2016-01-26 09:45:00,2016-01-26 09:45:00,1116.193,1116.263,1114.823,1116.163,9.99999999999e+11,0.0
2016-01-26 10:00:00,2016-01-26 10:00:00,1116.153,1116.443,1114.343,1114.893,9.99999999999e+11,0.0
2016-01-26 10:15:00,2016-01-26 10:15:00,1114.893,1115.903,1114.663,1115.533,9.99999999999e+11,0.0
2016-01-26 10:30:00,2016-01-26 10:30:00,1115.573,1115.763,1114.243,1114.783,9.99999999999e+11,0.0
2016-01-26 10:45:00,2016-01-26 10:45:00,1114.783,1114.883,1113.983,1114.003,9.99999999999e+11,0.0
2016-01-26 11:00:00,2016-01-26 11:00:00,1114.003,1114.953,1113.553,1113.653,9.99999999999e+11,0.0
2016-01-26 11:15:00,2016-01-26 11:15:00,1113.653,1113.993,1113.213,1113.953,9.99999999999e+11,0.0
2016-01-26 11:30:00,2016-01-26 11:30:00,1113.953,1114.233,1113.453,1114.183,9.99999999999e+11,0.0
2016-01-26 11:45:00,2016-01-26 11:45:00,1114.183,1114.423,1112.813,1113.343,9.99999999999e+11,0.0
2016-01-26 12:00:00,2016-01-26 12:00:00,1113.293,1115.233,1113.203,1114.673,9.99999999999e+11,0.0
2016-01-26 12:15:00,2016-01-26 12:15:00,1114.673,1114.983,1113.383,1113.653,9.99999999999e+11,0.0
2016-01-26 12:30:00,2016-01-26 12:30:00,1113.653,1115.083,1113.503,1114.933,9.99999999999e+11,0.0
2016-01-26 12:45:00,2016-01-26 12:45:00,1114.933,1114.943,1113.563,1113.693,9.99999999999e+11,0.0
2016-01-26 13:00:00,2016-01-26 13:00:00,1113.633,1113.843,1112.313,1112.353,9.99999999999e+11,0.0
2016-01-26 13:15:00,2016-01-26 13:15:00,1112.403,1112.753,1111.493,1112.753,9.99999999999e+11,0.0
2016-01-26 13:30:00,2016-01-26 13:30:00,1112.753,1112.783,1111.813,1112.073,9.99999999999e+11,0.0
2016-01-26 13:45:00,2016-01-26 13:45:00,1112.053,1112.063,1111.063,1111.663,9.99999999999e+11,0.0
2016-01-26 14:00:00,2016-01-26 14:00:00,1111.763,1112.583,1111.453,1112.513,9.99999999999e+11,0.0
2016-01-26 14:15:00,2016-01-26 14:15:00,1112.533,1113.543,1112.103,1112.203,9.99999999999e+11,0.0
2016-01-26 14:30:00,2016-01-26 14:30:00,1112.243,1113.103,1111.393,1111.523,9.99999999999e+11,0.0
2016-01-26 14:45:00,2016-01-26 14:45:00,1111.523,1112.623,1111.383,1112.133,9.99999999999e+11,0.0
2016-01-26 15:00:00,2016-01-26 15:00:00,1112.143,1112.753,1111.423,1112.173,9.99999999999e+11,0.0
2016-01-26 15:15:00,2016-01-26 15:15:00,1112.173,1113.533,1111.683,1112.313,9.99999999999e+11,0.0
2016-01-26 15:30:00,2016-01-26 15:30:00,1112.293,1115.173,1112.103,1113.473,9.99999999999e+11,0.0
2016-01-26 15:45:00,2016-01-26 15:45:00,1113.453,1114.053,1112.583,1113.153,9.99999999999e+11,0.0
2016-01-26 16:00:00,2016-01-26 16:00:00,1113.143,1113.483,1111.683,1111.683,9.99999999999e+11,0.0
2016-01-26 16:15:00,2016-01-26 16:15:00,1111.693,1112.013,1109.683,1111.303,9.99999999999e+11,0.0
2016-01-26 16:30:00,2016-01-26 16:30:00,1111.303,1112.713,1110.643,1111.933,9.99999999999e+11,0.0
2016-01-26 16:45:00,2016-01-26 16:45:00,1111.913,1114.083,1111.613,1113.683,9.99999999999e+11,0.0
2016-01-26 17:00:00,2016-01-26 17:00:00,1113.673,1114.423,1112.863,1113.853,9.99999999999e+11,0.0
2016-01-26 17:15:00,2016-01-26 17:15:00,1113.853,1115.593,1113.383,1115.413,9.99999999999e+11,0.0
2016-01-26 17:30:00,2016-01-26 17:30:00,1115.453,1116.993,1115.243,1116.853,9.99999999999e+11,0.0
2016-01-26 17:45:00,2016-01-26 17:45:00,1116.893,1118.863,1115.583,1118.693,9.99999999999e+11,0.0
2016-01-26 18:00:00,2016-01-26 18:00:00,1118.693,1119.063,1116.223,1117.043,9.99999999999e+11,0.0
2016-01-26 18:15:00,2016-01-26 18:15:00,1117.033,1118.693,1117.033,1117.873,9.99999999999e+11,0.0
2016-01-26 18:30:00,2016-01-26 18:30:00,1117.903,1118.483,1117.303,1118.223,9.99999999999e+11,0.0
2016-01-26 18:45:00,2016-01-26 18:45:00,1118.233,1118.593,1117.523,1117.753,9.99999999999e+11,0.0
2016-01-26 19:00:00,2016-01-26 19:00:00,1117.763,1118.513,1117.553,1117.583,9.99999999999e+11,0.0
2016-01-26 19:15:00,2016-01-26 19:15:00,1117.633,1118.083,1117.163,1117.743,9.99999999999e+11,0.0
2016-01-26 19:30:00,2016-01-26 19:30:00,1117.753,1119.763,1117.253,1119.123,9.99999999999e+11,0.0
2016-01-26 19:45:00,2016-01-26 19:45:00,1119.113,1119.173,1118.113,1118.533,9.99999999999e+11,0.0
2016-01-26 20:00:00,2016-01-26 20:00:00,1118.543,1119.833,1118.243,1119.313,9.99999999999e+11,0.0
2016-01-26 20:15:00,2016-01-26 20:15:00,1119.333,1120.363,1119.023,1120.343,9.99999999999e+11,0.0
2016-01-26 20:30:00,2016-01-26 20:30:00,1120.343,1120.603,1119.683,1120.523,9.99999999999e+11,0.0
2016-01-26 20:45:00,2016-01-26 20:45:00,1120.523,1121.133,1120.293,1121.003,9.99999999999e+11,0.0
2016-01-26 21:00:00,2016-01-26 21:00:00,1120.963,1121.653,1120.873,1121.403,9.99999999999e+11,0.0
2016-01-26 21:15:00,2016-01-26 21:15:00,1121.383,1122.843,1121.373,1122.703,9.99999999999e+11,0.0
2016-01-26 21:30:00,2016-01-26 21:30:00,1122.713,1122.723,1121.523,1121.653,9.99999999999e+11,0.0
2016-01-26 21:45:00,2016-01-26 21:45:00,1121.653,1122.263,1121.553,1121.973,9.99999999999e+11,0.0
2016-01-26 22:00:00,2016-01-26 22:00:00,1122.013,1122.813,1121.823,1122.153,9.99999999999e+11,0.0
2016-01-26 22:15:00,2016-01-26 22:15:00,1122.183,1122.363,1121.733,1122.063,9.99999999999e+11,0.0
2016-01-26 22:30:00,2016-01-26 22:30:00,1122.053,1122.543,1121.363,1121.523,9.99999999999e+11,0.0
2016-01-26 22:45:00,2016-01-26 22:45:00,1121.533,1121.863,1121.073,1121.393,9.99999999999e+11,0.0
2016-01-26 23:00:00,2016-01-26 23:00:00,1121.353,1122.023,1121.143,1121.903,9.99999999999e+11,0.0
2016-01-26 23:15:00,2016-01-26 23:15:00,1121.913,1122.21,1121.11,1121.21,9.99999999999e+11,0.0
2016-01-26 23:30:00,2016-01-26 23:30:00,1121.21,1121.21,1120.42,1120.71,9.99999999999e+11,0.0
2016-01-26 23:45:00,2016-01-26 23:45:00,1120.7,1120.81,1119.573,1119.623,9.99999999999e+11,0.0
2016-01-27 01:00:00,2016-01-27 01:00:00,1119.43,1120.433,1119.363,1119.683,9.99999999999e+11,0.0
2016-01-27 01:15:00,2016-01-27 01:15:00,1119.683,1119.973,1119.263,1119.263,9.99999999999e+11,0.0
2016-01-27 01:30:00,2016-01-27 01:30:00,1119.313,1119.723,1119.013,1119.173,9.99999999999e+11,0.0
2016-01-27 01:45:00,2016-01-27 01:45:00,1119.173,1119.843,1119.133,1119.403,9.99999999999e+11,0.0
2016-01-27 02:00:00,2016-01-27 02:00:00,1119.443,1120.283,1118.943,1120.103,9.99999999999e+11,0.0
2016-01-27 02:15:00,2016-01-27 02:15:00,1120.113,1121.113,1119.433,1120.583,9.99999999999e+11,0.0
2016-01-27 02:30:00,2016-01-27 02:30:00,1120.573,1121.043,1120.043,1120.683,9.99999999999e+11,0.0
2016-01-27 02:45:00,2016-01-27 02:45:00,1120.663,1120.903,1119.953,1120.233,9.99999999999e+11,0.0
2016-01-27 03:00:00,2016-01-27 03:00:00,1120.263,1120.333,1118.003,1118.183,9.99999999999e+11,0.0
2016-01-27 03:15:00,2016-01-27 03:15:00,1118.193,1118.943,1118.063,1118.773,9.99999999999e+11,0.0
2016-01-27 03:30:00,2016-01-27 03:30:00,1118.833,1119.983,1118.703,1119.533,9.99999999999e+11,0.0
2016-01-27 03:45:00,2016-01-27 03:45:00,1119.553,1120.603,1119.273,1119.963,9.99999999999e+11,0.0
2016-01-27 04:00:00,2016-01-27 04:00:00,1119.963,1120.313,1119.443,1119.703,9.99999999999e+11,0.0
2016-01-27 04:15:00,2016-01-27 04:15:00,1119.723,1120.913,1119.673,1120.563,9.99999999999e+11,0.0
2016-01-27 04:30:00,2016-01-27 04:30:00,1120.553,1121.543,1120.553,1120.963,9.99999999999e+11,0.0
2016-01-27 04:45:00,2016-01-27 04:45:00,1120.963,1121.583,1120.763,1120.813,9.99999999999e+11,0.0
2016-01-27 05:00:00,2016-01-27 05:00:00,1120.813,1121.193,1120.293,1120.653,9.99999999999e+11,0.0
2016-01-27 05:15:00,2016-01-27 05:15:00,1120.653,1121.173,1120.513,1121.173,9.99999999999e+11,0.0
2016-01-27 05:30:00,2016-01-27 05:30:00,1121.143,1122.173,1121.113,1121.973,9.99999999999e+11,0.0
2016-01-27 05:45:00,2016-01-27 05:45:00,1121.983,1122.133,1121.183,1121.293,9.99999999999e+11,0.0
2016-01-27 06:00:00,2016-01-27 06:00:00,1121.243,1121.393,1120.683,1120.733,9.99999999999e+11,0.0
2016-01-27 06:15:00,2016-01-27 06:15:00,1120.733,1121.123,1120.633,1120.633,9.99999999999e+11,0.0
2016-01-27 06:30:00,2016-01-27 06:30:00,1120.633,1120.653,1119.473,1119.593,9.99999999999e+11,0.0
2016-01-27 06:45:00,2016-01-27 06:45:00,1119.633,1120.083,1119.603,1119.833,9.99999999999e+11,0.0
2016-01-27 07:00:00,2016-01-27 07:00:00,1119.833,1120.683,1119.823,1120.303,9.99999999999e+11,0.0
2016-01-27 07:15:00,2016-01-27 07:15:00,1120.313,1120.373,1119.783,1119.933,9.99999999999e+11,0.0
