datetime,datetime,open,high,low,close,volume,amount
2016-05-06 21:25:00,2016-05-06 21:25:00,1287.823,1288.413,1287.343,1288.253,9.99999999999e+11,0.0
2016-05-06 21:30:00,2016-05-06 21:30:00,1288.263,1289.213,1287.913,1287.963,9.99999999999e+11,0.0
2016-05-06 21:35:00,2016-05-06 21:35:00,1288.013,1288.113,1286.913,1287.413,9.99999999999e+11,0.0
2016-05-06 21:40:00,2016-05-06 21:40:00,1287.413,1287.773,1287.413,1287.513,9.99999999999e+11,0.0
2016-05-06 21:45:00,2016-05-06 21:45:00,1287.513,1288.233,1287.263,1287.363,9.99999999999e+11,0.0
2016-05-06 21:50:00,2016-05-06 21:50:00,1287.293,1287.573,1286.403,1286.823,9.99999999999e+11,0.0
2016-05-06 21:55:00,2016-05-06 21:55:00,1286.853,1288.733,1286.733,1288.733,9.99999999999e+11,0.0
2016-05-06 22:00:00,2016-05-06 22:00:00,1288.833,1289.563,1288.463,1289.423,9.99999999999e+11,0.0
2016-05-06 22:05:00,2016-05-06 22:05:00,1289.423,1290.543,1289.033,1290.203,9.99999999999e+11,0.0
2016-05-06 22:10:00,2016-05-06 22:10:00,1290.203,1290.313,1289.923,1290.093,9.99999999999e+11,0.0
2016-05-06 22:15:00,2016-05-06 22:15:00,1290.103,1290.193,1288.893,1288.893,9.99999999999e+11,0.0
2016-05-06 22:20:00,2016-05-06 22:20:00,1288.883,1289.133,1288.003,1288.113,9.99999999999e+11,0.0
2016-05-06 22:25:00,2016-05-06 22:25:00,1288.113,1288.533,1288.103,1288.333,9.99999999999e+11,0.0
2016-05-06 22:30:00,2016-05-06 22:30:00,1288.323,1288.353,1287.883,1287.943,9.99999999999e+11,0.0
2016-05-06 22:35:00,2016-05-06 22:35:00,1287.943,1287.983,1287.193,1287.233,9.99999999999e+11,0.0
2016-05-06 22:40:00,2016-05-06 22:40:00,1287.253,1288.433,1287.073,1288.423,9.99999999999e+11,0.0
