datetime,datetime,open,high,low,close,volume,amount
2015-08-21 02:00:00,2015-08-21 02:00:00,1154.82,1155.06,1154.64,1154.83,9.99999999999e+11,0.0
2015-08-21 02:30:00,2015-08-21 02:30:00,1154.9,1155.69,1154.81,1155.67,9.99999999999e+11,0.0
2015-08-21 03:00:00,2015-08-21 03:00:00,1155.65,1155.65,1153.69,1153.78,9.99999999999e+11,0.0
2015-08-21 03:30:00,2015-08-21 03:30:00,1153.78,1154.64,1153.32,1154.11,9.99999999999e+11,0.0
2015-08-21 04:00:00,2015-08-21 04:00:00,1154.1,1161.29,1153.5,1158.43,9.99999999999e+11,0.0
2015-08-21 04:30:00,2015-08-21 04:30:00,1158.41,1160.22,1156.59,1158.7,9.99999999999e+11,0.0
2015-08-21 05:00:00,2015-08-21 05:00:00,1158.74,1160.63,1158.4,1160.53,9.99999999999e+11,0.0
2015-08-21 05:30:00,2015-08-21 05:30:00,1160.49,1165.19,1160.38,1163.12,9.99999999999e+11,0.0
2015-08-21 06:00:00,2015-08-21 06:00:00,1163.13,1168.27,1163.13,1164.15,9.99999999999e+11,0.0
2015-08-21 06:30:00,2015-08-21 06:30:00,1164.15,1164.41,1162.83,1162.83,9.99999999999e+11,0.0
2015-08-21 07:00:00,2015-08-21 07:00:00,1162.84,1164.01,1162.84,1163.34,9.99999999999e+11,0.0
2015-08-21 07:30:00,2015-08-21 07:30:00,1163.3,1164.47,1163.1,1163.98,9.99999999999e+11,0.0
2015-08-21 08:00:00,2015-08-21 08:00:00,1164.06,1164.84,1163.56,1164.1,9.99999999999e+11,0.0
2015-08-21 08:30:00,2015-08-21 08:30:00,1164.11,1165.57,1163.99,1164.71,9.99999999999e+11,0.0
2015-08-21 09:00:00,2015-08-21 09:00:00,1164.71,1165.41,1161.09,1161.62,9.99999999999e+11,0.0
2015-08-21 09:30:00,2015-08-21 09:30:00,1161.62,1161.87,1157.13,1158.51,9.99999999999e+11,0.0
2015-08-21 10:00:00,2015-08-21 10:00:00,1158.5,1159.43,1152.87,1154.15,9.99999999999e+11,0.0
2015-08-21 10:30:00,2015-08-21 10:30:00,1154.15,1155.19,1152.59,1153.66,9.99999999999e+11,0.0
2015-08-21 11:00:00,2015-08-21 11:00:00,1153.62,1153.62,1150.13,1152.06,9.99999999999e+11,0.0
2015-08-21 11:30:00,2015-08-21 11:30:00,1152.1,1153.4,1151.32,1151.34,9.99999999999e+11,0.0
2015-08-21 12:00:00,2015-08-21 12:00:00,1151.34,1151.7,1150.12,1150.7,9.99999999999e+11,0.0
2015-08-21 12:30:00,2015-08-21 12:30:00,1150.66,1151.28,1148.93,1151.14,9.99999999999e+11,0.0
2015-08-21 13:00:00,2015-08-21 13:00:00,1151.16,1152.1,1150.54,1151.465,9.99999999999e+11,0.0
2015-08-21 13:30:00,2015-08-21 13:30:00,1151.41,1155.17,1150.79,1155.09,9.99999999999e+11,0.0
2015-08-21 14:00:00,2015-08-21 14:00:00,1155.12,1156.07,1153.85,1154.26,9.99999999999e+11,0.0
2015-08-21 14:30:00,2015-08-21 14:30:00,1154.2,1154.26,1152.8,1153.32,9.99999999999e+11,0.0
2015-08-21 15:00:00,2015-08-21 15:00:00,1153.39,1156.58,1153.25,1155.71,9.99999999999e+11,0.0
2015-08-21 15:30:00,2015-08-21 15:30:00,1155.71,1157.02,1154.62,1155.48,9.99999999999e+11,0.0
2015-08-21 16:00:00,2015-08-21 16:00:00,1155.5,1159.19,1155.41,1157.48,9.99999999999e+11,0.0
2015-08-21 16:30:00,2015-08-21 16:30:00,1157.46,1158.53,1155.42,1156.16,9.99999999999e+11,0.0
