date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2016-06-23 14:00:00,4.7,4.71,4.7,4.69,56333.0,0.0,0.0,4.714,4.714,4.705,103330.0,106454.0,117579.0,0.01
2016-06-23 11:30:00,4.72,4.72,4.7,4.69,125278.0,-0.02,-0.42,4.72,4.717,4.7045,122152.0,125250.0,118114.0,0.01
2016-06-23 10:30:00,4.72,4.73,4.72,4.71,119400.0,0.0,0.0,4.722,4.717,4.7045,114916.0,129448.0,117645.0,0.01
2016-06-22 15:00:00,4.72,4.74,4.73,4.71,153645.0,0.01,0.21,4.72,4.714,4.703,123132.0,122090.0,123942.0,0.02
2016-06-22 14:00:00,4.73,4.73,4.72,4.71,61993.6,-0.01,-0.21,4.714,4.709,4.7035,102904.0,114949.0,127835.0,0.01
2016-06-22 11:30:00,4.7,4.74,4.73,4.7,150442.0,0.03,0.64,4.714,4.705,4.704,109579.0,120922.0,128639.0,0.02
2016-06-22 10:30:00,4.69,4.71,4.71,4.69,89097.1,0.02,0.43,4.714,4.702,4.704,128348.0,115939.0,132090.0,0.01
2016-06-21 15:00:00,4.7,4.71,4.71,4.69,160482.0,0.01,0.21,4.712,4.7,4.7035,143980.0,115264.0,142426.0,0.02
2016-06-21 14:00:00,4.72,4.73,4.7,4.7,52507.2,-0.02,-0.42,4.708,4.7,4.7035,121047.0,109623.0,144235.0,0.01
2016-06-21 11:30:00,4.73,4.73,4.72,4.71,95366.8,-0.01,-0.21,4.704,4.7,4.704,126993.0,119415.0,144856.0,0.01
2016-06-21 10:30:00,4.7,4.75,4.73,4.7,244285.0,0.03,0.64,4.696,4.696,4.7035,132266.0,128703.0,142999.0,0.03
2016-06-20 15:00:00,4.69,4.7,4.7,4.68,167259.0,0.01,0.21,4.69,4.692,4.7035,103531.0,110979.0,138568.0,0.02
2016-06-20 14:00:00,4.69,4.69,4.69,4.68,45818.5,0.0,0.0,4.688,4.692,4.7045,86548.8,105843.0,142939.0,0.0
2016-06-20 11:30:00,4.68,4.7,4.68,4.67,82235.7,0.0,0.0,4.692,4.692,4.708,98198.1,125795.0,147635.0,0.01
2016-06-20 10:30:00,4.71,4.72,4.68,4.68,121730.0,-0.03,-0.64,4.696,4.698,4.713,111836.0,140720.0,148694.0,0.01
2016-06-17 15:00:00,4.69,4.71,4.7,4.68,100612.0,0.01,0.21,4.696,4.703,4.7185,125141.0,136355.0,153727.0,0.01
2016-06-17 14:00:00,4.71,4.72,4.69,4.69,82347.8,-0.02,-0.42,4.694,4.706,4.726,118427.0,148241.0,163963.0,0.01
2016-06-17 11:30:00,4.7,4.72,4.71,4.7,104065.0,0.01,0.21,4.696,4.707,4.735,125137.0,169588.0,178490.0,0.01
2016-06-17 10:30:00,4.69,4.71,4.7,4.68,150426.0,0.01,0.21,4.692,4.707,4.7405,153392.0,178848.0,178189.0,0.02
2016-06-16 15:00:00,4.7,4.7,4.68,4.67,188253.0,-0.02,-0.43,4.7,4.708,4.7465,169605.0,170298.0,185809.0,0.02
2016-06-16 14:00:00,4.7,4.7,4.69,4.68,67044.3,-0.01,-0.21,4.71,4.711,4.7525,147570.0,157296.0,183669.0,0.01
2016-06-16 11:30:00,4.7,4.7,4.7,4.68,115899.0,0.0,0.0,4.718,4.715,4.758,178055.0,166157.0,183927.0,0.01
2016-06-16 10:30:00,4.71,4.72,4.69,4.69,245336.0,-0.02,-0.42,4.718,4.717,4.7625,214038.0,180035.0,181688.0,0.03
2016-06-15 15:00:00,4.74,4.75,4.74,4.7,231491.0,0.0,0.0,4.722,4.724,4.768,204305.0,169475.0,178055.0,0.02
2016-06-15 14:00:00,4.73,4.74,4.73,4.72,78078.0,0.0,0.0,4.716,4.728,4.7705,170992.0,156667.0,172222.0,0.01
2016-06-15 11:30:00,4.69,4.75,4.73,4.69,219469.0,0.04,0.85,4.712,4.734,4.7735,167022.0,171098.0,171937.0,0.02
2016-06-15 10:30:00,4.67,4.71,4.7,4.67,295818.0,0.03,0.64,4.712,4.746,4.7765,154260.0,179684.0,165269.0,0.03
2016-06-14 15:00:00,4.71,4.73,4.71,4.7,196667.0,0.0,0.0,4.716,4.763,4.781,146032.0,187391.0,157711.0,0.02
2016-06-14 14:00:00,4.72,4.72,4.71,4.71,64925.6,-0.01,-0.21,4.726,4.774,4.7855,134646.0,177529.0,162872.0,0.01
2016-06-14 11:30:00,4.73,4.74,4.71,4.71,58228.1,-0.02,-0.42,4.74,4.785,4.7905,142343.0,201320.0,172041.0,0.01
2016-06-14 10:30:00,4.71,4.74,4.73,4.71,155663.0,0.02,0.42,4.756,4.794,4.7945,175175.0,210042.0,175658.0,0.02
2016-06-13 15:00:00,4.76,4.77,4.72,4.7,254679.0,-0.04,-0.84,4.78,4.801,4.798,205108.0,201696.0,172707.0,0.03
2016-06-13 14:00:00,4.78,4.79,4.76,4.76,139733.0,-0.02,-0.42,4.81,4.808,4.8035,228750.0,183340.0,165863.0,0.01
2016-06-13 11:30:00,4.78,4.8,4.78,4.78,103412.0,0.0,0.0,4.822,4.812,4.806,220413.0,186636.0,161550.0,0.01
2016-06-13 10:30:00,4.8,4.81,4.79,4.77,222389.0,-0.01,-0.21,4.83,4.813,4.8065,260297.0,187777.0,162659.0,0.02
2016-06-08 15:00:00,4.86,4.87,4.85,4.84,305327.0,-0.01,-0.21,4.832,4.813,4.8065,244909.0,172775.0,161906.0,0.03
2016-06-08 14:00:00,4.82,4.87,4.87,4.82,372891.0,0.05,1.04,4.822,4.807,4.805,198285.0,150855.0,153169.0,0.04
2016-06-08 11:30:00,4.82,4.83,4.82,4.81,98046.5,0.0,0.0,4.806,4.799,4.8025,137929.0,128030.0,141563.0,0.01
2016-06-08 10:30:00,4.81,4.84,4.82,4.8,302829.0,0.01,0.21,4.802,4.797,4.8025,152858.0,148215.0,142745.0,0.03
2016-06-07 15:00:00,4.8,4.81,4.8,4.79,145450.0,0.0,0.0,4.796,4.796,4.802,115258.0,142762.0,139939.0,0.02
2016-06-07 14:00:00,4.78,4.8,4.8,4.78,72207.1,0.02,0.42,4.794,4.795,4.803,100642.0,141275.0,153615.0,0.01
2016-06-07 11:30:00,4.8,4.8,4.79,4.78,71114.4,-0.01,-0.21,4.792,4.795,4.804,103425.0,143717.0,162054.0,0.01
2016-06-07 10:30:00,4.8,4.82,4.8,4.78,172689.0,0.0,0.0,4.792,4.799,4.806,118131.0,148386.0,169248.0,0.02
2016-06-06 15:00:00,4.79,4.8,4.79,4.78,114830.0,0.0,0.0,4.792,4.8,4.8065,143573.0,136465.0,182041.0,0.01
2016-06-06 14:00:00,4.79,4.8,4.79,4.78,72370.5,0.0,0.0,4.796,4.8,4.8045,170266.0,137540.0,186438.0,0.01
2016-06-06 11:30:00,4.79,4.8,4.79,4.78,86119.7,0.0,0.0,4.796,4.8,4.8015,181907.0,151036.0,189041.0,0.01
2016-06-06 10:30:00,4.81,4.82,4.79,4.78,144648.0,-0.02,-0.42,4.798,4.803,4.8005,184009.0,155483.0,191501.0,0.02
2016-06-03 15:00:00,4.81,4.83,4.8,4.79,299897.0,-0.01,-0.21,4.806,4.806,4.7985,178641.0,155096.0,189429.0,0.03
2016-06-03 14:00:00,4.8,4.81,4.81,4.79,248293.0,0.01,0.21,4.808,4.808,4.7955,129357.0,137274.0,177539.0,0.03
2016-06-03 11:30:00,4.81,4.81,4.79,4.79,130578.0,-0.02,-0.42,4.804,4.808,4.792,104815.0,137115.0,168072.0,0.01
2016-06-03 10:30:00,4.82,4.83,4.8,4.8,96629.8,-0.02,-0.41,4.804,4.811,4.789,120165.0,165955.0,166729.0,0.01
2016-06-02 15:00:00,4.8,4.83,4.83,4.8,117809.0,0.03,0.63,4.808,4.813,4.785,126957.0,180391.0,168577.0,0.01
2016-06-02 14:00:00,4.79,4.81,4.81,4.79,53474.6,0.02,0.42,4.806,4.813,4.781,131551.0,190110.0,167933.0,0.01
2016-06-02 11:30:00,4.79,4.8,4.79,4.78,125583.0,0.0,0.0,4.808,4.813,4.7775,145190.0,227618.0,168712.0,0.01
2016-06-02 10:30:00,4.82,4.83,4.79,4.79,207331.0,-0.03,-0.62,4.812,4.809,4.775,169416.0,235336.0,166587.0,0.02
2016-06-01 15:00:00,4.81,4.83,4.82,4.81,130588.0,0.01,0.21,4.818,4.803,4.7725,211745.0,227046.0,172417.0,0.01
2016-06-01 14:00:00,4.82,4.83,4.82,4.81,140778.0,0.0,0.0,4.818,4.798,4.7665,233826.0,227518.0,171757.0,0.01
2016-06-01 11:30:00,4.81,4.84,4.82,4.81,121671.0,0.01,0.21,4.82,4.791,4.7615,248669.0,223762.0,170585.0,0.01
2016-06-01 10:30:00,4.83,4.83,4.81,4.8,246712.0,-0.02,-0.41,4.818,4.783,4.756,310045.0,217805.0,176903.0,0.03
2016-05-31 15:00:00,4.82,4.84,4.82,4.81,418977.0,0.0,0.0,4.806,4.776,4.75,301257.0,199029.0,173069.0,0.04
2016-05-31 14:00:00,4.83,4.84,4.82,4.81,240990.0,-0.01,-0.21,4.788,4.767,4.7405,242346.0,167503.0,154747.0,0.03
2016-05-31 11:30:00,4.81,4.83,4.83,4.8,214994.0,0.02,0.42,4.778,4.757,4.731,221210.0,156763.0,148692.0,0.02
2016-05-31 10:30:00,4.74,4.83,4.81,4.74,428553.0,0.07,1.48,4.762,4.749,4.7215,198855.0,145756.0,145008.0,0.04
2016-05-30 15:00:00,4.73,4.75,4.75,4.72,202769.0,0.02,0.42,4.748,4.742,4.7155,125564.0,109806.0,129618.0,0.02
2016-05-30 14:00:00,4.77,4.77,4.73,4.73,124423.0,-0.04,-0.84,4.746,4.741,4.712,96801.9,97838.4,121962.0,0.01
2016-05-30 11:30:00,4.75,4.77,4.77,4.73,135312.0,0.02,0.42,4.746,4.742,4.71,92660.7,117789.0,119441.0,0.01
2016-05-30 10:30:00,4.73,4.75,4.75,4.72,103218.0,0.02,0.42,4.736,4.735,4.706,92315.1,115997.0,118970.0,0.01
2016-05-27 15:00:00,4.74,4.75,4.74,4.73,62097.7,0.0,0.0,4.736,4.732,4.7035,92657.4,117408.0,118278.0,0.01
2016-05-27 14:00:00,4.72,4.75,4.74,4.72,58958.4,0.02,0.42,4.736,4.729,4.701,94047.3,136001.0,117913.0,0.01
2016-05-27 11:30:00,4.72,4.74,4.73,4.72,103718.0,0.01,0.21,4.736,4.724,4.698,98875.0,147108.0,117371.0,0.01
2016-05-27 10:30:00,4.74,4.75,4.72,4.72,133584.0,-0.02,-0.42,4.738,4.714,4.695,142918.0,141990.0,115795.0,0.01
2016-05-26 15:00:00,4.74,4.76,4.75,4.74,104929.0,0.01,0.21,4.734,4.705,4.693,139678.0,140621.0,114993.0,0.01
2016-05-26 14:00:00,4.73,4.75,4.74,4.72,69047.0,0.01,0.21,4.728,4.694,4.689,142158.0,144259.0,117140.0,0.01
2016-05-26 11:30:00,4.74,4.75,4.74,4.72,83097.2,0.0,0.0,4.722,4.689,4.686,177954.0,149430.0,117946.0,0.01
2016-05-26 10:30:00,4.71,4.77,4.74,4.71,323933.0,0.03,0.64,4.712,4.683,4.6835,195341.0,146085.0,119318.0,0.03
2016-05-25 14:00:00,4.71,4.72,4.7,4.69,117384.0,-0.01,-0.21,4.69,4.678,4.6815,141062.0,121093.0,115755.0,0.01
2016-05-25 11:30:00,4.7,4.72,4.72,4.7,117329.0,0.02,0.43,4.676,4.677,4.6815,141564.0,121944.0,117052.0,0.01
2016-05-25 10:30:00,4.68,4.72,4.71,4.68,248026.0,0.03,0.64,4.66,4.675,4.682,146360.0,119148.0,125294.0,0.03
2016-05-24 15:00:00,4.63,4.69,4.69,4.61,170033.0,0.06,1.3,4.656,4.673,4.6845,120907.0,99826.4,125594.0,0.02
2016-05-24 14:00:00,4.63,4.65,4.63,4.62,52537.2,0.0,0.0,4.654,4.672,4.6875,96828.6,87634.5,126537.0,0.01
2016-05-24 11:30:00,4.64,4.65,4.63,4.61,119896.0,-0.01,-0.22,4.666,4.676,4.694,101123.0,89601.1,142284.0,0.01
2016-05-24 10:30:00,4.67,4.68,4.64,4.63,141310.0,-0.03,-0.64,4.678,4.681,4.6985,102324.0,89364.7,145431.0,0.01
2016-05-23 15:00:00,4.68,4.7,4.69,4.67,120757.0,0.01,0.21,4.69,4.684,4.702,91936.2,90021.3,152045.0,0.01
2016-05-23 14:00:00,4.69,4.7,4.68,4.67,49643.0,-0.01,-0.21,4.69,4.683,4.701,78746.1,86462.3,155478.0,0.01
2016-05-23 11:30:00,4.69,4.7,4.69,4.67,74010.0,0.0,0.0,4.69,4.684,4.7,78440.4,92550.6,154988.0,0.01
2016-05-23 10:30:00,4.69,4.71,4.69,4.68,125901.0,0.0,0.0,4.686,4.685,4.698,78078.9,110417.0,158267.0,0.01
2016-05-20 15:00:00,4.68,4.7,4.7,4.68,89369.6,0.02,0.43,4.684,4.686,4.697,76405.4,112160.0,162216.0,0.01
2016-05-20 14:00:00,4.68,4.69,4.69,4.66,54807.0,0.01,0.21,4.678,4.689,4.6935,88106.4,131439.0,168683.0,0.01
2016-05-20 11:30:00,4.67,4.69,4.68,4.66,48114.6,0.01,0.21,4.676,4.696,4.6905,94178.4,151362.0,171237.0,0.01
2016-05-20 10:30:00,4.66,4.68,4.67,4.65,72202.6,0.01,0.21,4.678,4.703,4.6885,106661.0,165439.0,179075.0,0.01
2016-05-19 15:00:00,4.66,4.69,4.68,4.65,117533.0,0.02,0.43,4.684,4.712,4.689,142755.0,194968.0,191274.0,0.01
2016-05-19 14:00:00,4.68,4.69,4.67,4.65,147875.0,-0.01,-0.21,4.688,4.716,4.686,147914.0,201498.0,194276.0,0.02
2016-05-19 11:30:00,4.69,4.7,4.68,4.67,85167.0,-0.01,-0.21,4.7,4.72,4.683,174772.0,214068.0,192074.0,0.01
2016-05-19 10:30:00,4.69,4.71,4.69,4.67,110526.0,0.0,0.0,4.716,4.719,4.681,208545.0,224493.0,193610.0,0.01
2016-05-18 15:00:00,4.71,4.72,4.7,4.65,252673.0,-0.01,-0.21,4.728,4.716,4.677,224217.0,217426.0,201002.0,0.03
2016-05-18 14:00:00,4.72,4.73,4.7,4.7,143329.0,-0.02,-0.42,4.74,4.711,4.674,247181.0,206116.0,194909.0,0.01
2016-05-18 11:30:00,4.75,4.76,4.73,4.72,282165.0,-0.02,-0.42,4.744,4.708,4.6705,255082.0,212272.0,195046.0,0.03
2016-05-18 10:30:00,4.73,4.77,4.76,4.72,254031.0,0.03,0.63,4.74,4.698,4.667,253365.0,205927.0,186816.0,0.03
2016-05-17 15:00:00,4.77,4.77,4.75,4.75,188885.0,-0.02,-0.42,4.722,4.685,4.6615,240442.0,191112.0,181737.0,0.02
2016-05-17 14:00:00,4.73,4.77,4.76,4.72,367494.0,0.03,0.63,4.704,4.674,4.6565,210634.0,192712.0,180752.0,0.04
2016-05-17 11:30:00,4.72,4.73,4.72,4.7,182835.0,0.0,0.0,4.682,4.666,4.6505,165052.0,187580.0,174398.0,0.02
2016-05-17 10:30:00,4.69,4.73,4.71,4.68,273578.0,0.02,0.43,4.672,4.656,4.6475,169462.0,187053.0,174822.0,0.03
2016-05-16 15:00:00,4.65,4.68,4.67,4.64,189416.0,0.02,0.43,4.656,4.646,4.6445,158490.0,170079.0,170632.0,0.02
2016-05-16 14:00:00,4.66,4.66,4.66,4.64,39849.3,0.0,0.0,4.648,4.643,4.6425,141783.0,162727.0,179680.0,0.0
2016-05-16 11:30:00,4.67,4.68,4.65,4.65,139580.0,-0.02,-0.43,4.644,4.638,4.6405,174789.0,184578.0,199591.0,0.01
2016-05-16 10:30:00,4.61,4.68,4.67,4.61,204886.0,0.06,1.3,4.65,4.637,4.6385,210109.0,183701.0,207112.0,0.02
2016-05-13 15:00:00,4.63,4.66,4.63,4.62,218720.0,0.0,0.0,4.64,4.633,4.637,204645.0,177821.0,212759.0,0.02
2016-05-13 14:00:00,4.63,4.64,4.63,4.62,105880.0,0.0,0.0,4.636,4.636,4.641,181667.0,167705.0,216718.0,0.01
2016-05-13 11:30:00,4.69,4.69,4.64,4.63,204880.0,-0.05,-1.07,4.638,4.638,4.646,183670.0,172362.0,222435.0,0.02
2016-05-13 10:30:00,4.61,4.69,4.68,4.6,316179.0,0.07,1.52,4.632,4.639,4.65,194366.0,168792.0,229937.0,0.03
2016-05-12 15:00:00,4.61,4.64,4.62,4.61,177564.0,0.01,0.22,4.624,4.635,4.655,157294.0,161215.0,222483.0,0.02
2016-05-12 14:00:00,4.64,4.64,4.61,4.61,103834.0,-0.03,-0.65,4.626,4.639,4.664,150997.0,162591.0,232677.0,0.01
2016-05-12 11:30:00,4.62,4.64,4.64,4.6,115894.0,0.02,0.43,4.636,4.643,4.673,153744.0,171186.0,239315.0,0.01
2016-05-12 10:30:00,4.63,4.64,4.61,4.58,258361.0,-0.02,-0.43,4.638,4.642,4.68,161053.0,196633.0,247250.0,0.03
2016-05-11 15:00:00,4.62,4.66,4.64,4.62,130815.0,0.02,0.43,4.646,4.643,4.6895,143218.0,214604.0,242676.0,0.01
2016-05-11 14:00:00,4.67,4.67,4.63,4.62,146081.0,-0.04,-0.86,4.646,4.64,4.6985,165137.0,230523.0,248756.0,0.02
2016-05-11 11:30:00,4.65,4.67,4.66,4.64,117567.0,0.01,0.22,4.652,4.641,4.709,174185.0,247698.0,252014.0,0.01
2016-05-11 10:30:00,4.66,4.69,4.65,4.64,152443.0,-0.01,-0.21,4.65,4.646,4.716,188628.0,265731.0,252649.0,0.02
2016-05-10 15:00:00,4.64,4.67,4.65,4.64,169186.0,0.01,0.22,4.646,4.654,4.725,232213.0,272509.0,267475.0,0.02
2016-05-10 14:00:00,4.65,4.66,4.64,4.62,240406.0,-0.01,-0.22,4.64,4.661,4.735,285990.0,291083.0,332511.0,0.03
2016-05-10 11:30:00,4.65,4.67,4.66,4.63,191325.0,0.01,0.22,4.634,4.675,4.7445,295909.0,283751.0,353465.0,0.02
2016-05-10 10:30:00,4.61,4.66,4.65,4.61,189781.0,0.04,0.87,4.63,4.689,4.7575,321210.0,302763.0,350864.0,0.02
2016-05-09 15:00:00,4.61,4.67,4.63,4.59,370368.0,0.02,0.43,4.642,4.703,4.7705,342834.0,307444.0,353337.0,0.04
2016-05-09 14:00:00,4.61,4.63,4.62,4.58,438069.0,0.01,0.22,4.662,4.718,4.7825,312805.0,297867.0,348113.0,0.05
2016-05-09 11:30:00,4.63,4.65,4.61,4.61,290002.0,-0.02,-0.43,4.682,4.736,4.796,296175.0,270748.0,332257.0,0.03
2016-05-09 10:30:00,4.71,4.72,4.64,4.63,317830.0,-0.07,-1.49,4.716,4.757,4.8095,271592.0,266989.0,325169.0,0.03
2016-05-06 15:00:00,4.73,4.76,4.71,4.71,297903.0,-0.02,-0.42,4.748,4.777,4.8235,284316.0,256330.0,333733.0,0.03
2016-05-06 14:00:00,4.74,4.76,4.73,4.72,220221.0,-0.01,-0.21,4.764,4.786,4.8345,272054.0,239566.0,326830.0,0.02
2016-05-06 11:30:00,4.78,4.8,4.72,4.72,354920.0,-0.06,-1.26,4.774,4.796,4.843,282929.0,262441.0,324727.0,0.04
2016-05-06 10:30:00,4.8,4.81,4.78,4.78,167088.0,-0.02,-0.42,4.79,4.809,4.8535,245321.0,373939.0,313360.0,0.02
2016-05-05 15:00:00,4.78,4.8,4.8,4.77,381448.0,0.02,0.42,4.798,4.814,4.8615,262386.0,423178.0,316060.0,0.04
2016-05-05 14:00:00,4.78,4.8,4.79,4.78,236593.0,0.01,0.21,4.806,4.826,4.868,228344.0,398965.0,309487.0,0.02
2016-05-05 11:30:00,4.8,4.81,4.78,4.77,274598.0,-0.02,-0.42,4.808,4.838,4.876,207078.0,399229.0,310108.0,0.03
2016-05-05 10:30:00,4.82,4.82,4.8,4.79,166878.0,-0.02,-0.41,4.818,4.847,4.884,241953.0,398358.0,301766.0,0.02
2016-05-04 15:00:00,4.83,4.84,4.82,4.81,252414.0,-0.01,-0.21,4.828,4.856,4.8915,502558.0,393765.0,307460.0,0.03
2016-05-04 14:00:00,4.81,4.84,4.84,4.8,211238.0,0.03,0.62,4.83,4.862,4.8955,583971.0,383348.0,300998.0,0.02
2016-05-04 11:30:00,4.83,4.83,4.8,4.8,130264.0,-0.03,-0.62,4.846,4.87,4.8965,569587.0,411136.0,293399.0,0.01
2016-05-04 10:30:00,4.81,4.83,4.83,4.8,448973.0,0.02,0.42,4.868,4.883,4.8995,591379.0,414094.0,289714.0,0.05
2016-05-03 15:00:00,4.84,4.86,4.85,4.79,1469900.0,0.01,0.21,4.876,4.89,4.9015,554763.0,387012.0,274105.0,0.15
2016-05-03 14:00:00,4.92,4.94,4.83,4.82,659478.0,-0.09,-1.83,4.884,4.898,4.903,284972.0,252781.0,206768.0,0.07
2016-05-03 11:30:00,4.91,4.92,4.92,4.89,139318.0,0.01,0.2,4.894,4.909,4.905,182726.0,208941.0,178221.0,0.01
2016-05-03 10:30:00,4.85,4.91,4.91,4.83,239227.0,0.06,1.24,4.894,4.91,4.902,252686.0,220009.0,178686.0,0.03
2016-04-29 15:00:00,4.89,4.91,4.87,4.86,265895.0,-0.02,-0.41,4.898,4.914,4.9,236809.0,220987.0,174084.0,0.03
2016-04-29 14:00:00,4.88,4.91,4.89,4.87,120943.0,0.01,0.2,4.904,4.921,4.9015,219260.0,205174.0,174714.0,0.01
2016-04-29 11:30:00,4.92,4.92,4.88,4.87,148247.0,-0.04,-0.81,4.912,4.927,4.8995,220590.0,221155.0,179321.0,0.02
2016-04-29 10:30:00,4.93,4.94,4.92,4.85,489118.0,-0.01,-0.2,4.924,4.929,4.899,235156.0,218648.0,177266.0,0.05
2016-04-28 15:00:00,4.91,4.95,4.93,4.9,159843.0,0.02,0.41,4.926,4.923,4.8965,187332.0,175661.0,166508.0,0.02
2016-04-28 14:00:00,4.93,4.94,4.9,4.9,178151.0,-0.03,-0.61,4.93,4.916,4.895,205164.0,165334.0,177270.0,0.02
2016-04-28 11:30:00,4.95,4.96,4.93,4.93,127592.0,-0.02,-0.4,4.938,4.913,4.896,191087.0,161198.0,183487.0,0.01
2016-04-28 10:30:00,4.97,4.98,4.94,4.94,221076.0,-0.03,-0.6,4.942,4.908,4.896,221720.0,160755.0,203880.0,0.02
2016-04-27 15:00:00,4.95,4.96,4.93,4.92,250000.0,-0.02,-0.4,4.934,4.901,4.8915,202140.0,147501.0,218264.0,0.03
2016-04-27 14:00:00,4.94,4.96,4.95,4.93,249002.0,0.01,0.2,4.92,4.894,4.885,163990.0,137363.0,240026.0,0.03
2016-04-27 11:30:00,4.94,4.95,4.94,4.93,107766.0,0.0,0.0,4.902,4.886,4.874,125505.0,127181.0,261565.0,0.01
2016-04-27 10:30:00,4.93,4.95,4.95,4.91,280756.0,0.02,0.41,4.888,4.882,4.867,131308.0,144255.0,282136.0,0.03
2016-04-26 15:00:00,4.86,4.9,4.9,4.85,123174.0,0.04,0.82,4.874,4.872,4.864,99789.1,137487.0,279243.0,0.01
2016-04-26 14:00:00,4.86,4.87,4.86,4.85,59253.9,0.0,0.0,4.868,4.869,4.8625,92862.6,135884.0,281220.0,0.01
2016-04-26 11:30:00,4.88,4.88,4.86,4.86,56573.3,-0.02,-0.41,4.868,4.87,4.863,110735.0,157354.0,282542.0,0.01
2016-04-26 10:30:00,4.87,4.9,4.87,4.86,136784.0,0.0,0.0,4.87,4.874,4.8625,128858.0,189205.0,283798.0,0.01
2016-04-25 15:00:00,4.88,4.88,4.88,4.86,123160.0,0.0,0.0,4.876,4.879,4.8625,157201.0,205776.0,290106.0,0.01
2016-04-25 14:00:00,4.86,4.88,4.87,4.84,88542.0,0.01,0.21,4.87,4.884,4.8615,175185.0,247005.0,299901.0,0.01
2016-04-25 11:30:00,4.86,4.87,4.86,4.82,148618.0,0.0,0.0,4.87,4.882,4.8615,178904.0,289026.0,314244.0,0.02
2016-04-25 10:30:00,4.87,4.88,4.87,4.84,147184.0,0.0,0.0,4.872,4.876,4.8625,203973.0,342688.0,317695.0,0.02
2016-04-22 15:00:00,4.85,4.9,4.9,4.84,278503.0,0.05,1.03,4.878,4.862,4.8625,249552.0,395948.0,344440.0,0.03
2016-04-22 14:00:00,4.88,4.88,4.85,4.84,213080.0,-0.03,-0.61,4.882,4.852,4.8685,254351.0,420017.0,339962.0,0.02
2016-04-22 11:30:00,4.87,4.88,4.87,4.84,107137.0,0.0,0.0,4.898,4.856,4.8765,318825.0,420999.0,338601.0,0.01
2016-04-22 10:30:00,4.85,4.89,4.87,4.83,273961.0,0.02,0.41,4.894,4.856,4.8835,399148.0,426556.0,339778.0,0.03
2016-04-21 15:00:00,4.92,4.95,4.9,4.89,375077.0,-0.02,-0.41,4.88,4.856,4.8905,481404.0,407730.0,341695.0,0.04
2016-04-21 14:00:00,4.93,4.94,4.92,4.89,302501.0,-0.01,-0.2,4.846,4.851,4.898,542345.0,378392.0,335041.0,0.03
2016-04-21 11:30:00,4.85,4.94,4.93,4.84,535448.0,0.08,1.65,4.822,4.846,4.9035,585682.0,374437.0,329501.0,0.06
2016-04-21 10:30:00,4.81,4.86,4.85,4.79,508752.0,0.04,0.83,4.814,4.839,4.91,523173.0,352797.0,314101.0,0.05
2016-04-20 15:00:00,4.75,4.81,4.8,4.71,685240.0,0.05,1.05,4.818,4.841,4.922,453964.0,339461.0,307425.0,0.07
2016-04-20 14:00:00,4.8,4.81,4.73,4.72,679785.0,-0.07,-1.46,4.832,4.849,4.936,334056.0,292702.0,284489.0,0.07
2016-04-20 11:30:00,4.89,4.89,4.8,4.8,519185.0,-0.09,-1.84,4.856,4.863,4.9545,214439.0,292932.0,263567.0,0.05
2016-04-20 10:30:00,4.9,4.92,4.89,4.88,222905.0,-0.01,-0.2,4.87,4.885,4.9705,163191.0,259908.0,276725.0,0.02
